"likesCount","text","title","reviewsCount","rating","reviewerNumberOfReviews","totalScore","stars","price"
"0","Bed no 347 A
It was my 1st visit to Apollo Hospital Bhubaneswar... I had came here on 03/03/24 fir the treatment of my Mother, All the staff were polite n gentle.. All the nurse assigned ( Sushmita, Sangeeta, Sudeshna) were well mannered well behaved n well trained.. I would like to thanks all the cleaning staffs n pca members who took care of my mother. Thanks to Dr Swati mam who came at the time of admission which help us to provide bed very soon.. Thanks to Dr.Soumen Roy, Dr. Swati Mam Dr.Ganesh they briefly explained me about the disease and the procedure of treatment.. Thanks to Canteen staff n Dietician who provide us healthy n fresh food. Thanks to all the members of Appollo Hospital Bhubaneswar.. Billing procedure is quite slow hope they must look after to make it quick. 🙏","Apollo Hospitals","17373",,,"4.7","5",
"2","Sunshine Hospital is one of the best hospital in Bhubaneswar.  I had my father Heart treatment from Dr. Ritesh Acharya. He is the very dynamic personality and the best doctor. The Hospital is also very neat and clean and take care of the patient very well.","Sunshine Hospital","2313",,,"4.6","5",
"1","Doctors are very good no doubt but staffs are not. They didn't receive a single call in reseption.
Their staffs are irresponsible. I am only going there for the best doctors who helped a lot to my father to recover but seriously they need to teach professionalism to their staffs.","Sunshine Hospital","2313",,,"4.6","1",
"4","Dr Swtank Dash is the best doctor for heart problem. Sunshine Hospital is the best Hospital of Bhubaneswar. I'm very much thankful to the doctor & the Hospital. I got new life here when I almost lost my hope. I will recommend Sunshine Hospital everyone who's suffering from heart problem.","Sunshine Hospital","2313",,,"4.6","5",
"2","I'm 65 yrs old.
I'm suffering from peripheral neuropathy so visited this hospital.

The doctor advised for MRI on the first visit. MRI cost is nearly 10000 rupees in this hospital.
The lady in the reception insisted on giving 5 star rating   in the first visit. She even wanted to help me by taking my phone and giving 5 star rating herself on my behalf.
Another lady insist on taking your prescription for you to the in house medicine store where you won't get any discount.
Visited this hospital twice. Since didn't get any relief from the pain by the medicine so stopped going there. Of course didn't fall in to the trap of doing MRI.

Visited a professor of neurology from SCB medical Cuttack and got recovered in two months just by medicine without MRI.

Moral is we are not appreciating hospitals for doctors or staff behaviour but proper medication without spending unnecessarily.","Sunshine Hospital","2313",,,"4.6","2",
"1","I am very thankful to Dr. Roshan Sahu who is very helpful and taken care till discharge. The service from other staffs including cleaning and dietician is also very nice. All of them having polite behaviour who helped a lot in treatment and suggest me the methods for faster recovery.

Thank you Sunshine Hospital.","Sunshine Hospital","2313",,,"4.6","5",
"3","Dr. Roshan Sahu( Neurosurgery) is a excellent doctor who had done my father's neurosurgery operation. Immediately proceeded my father's operation. No time waste. Daily visit to patient after operation and if you want to talk then you can talk in opd dept. Very cooperative doctor and listin to your problems carefully. Thank you for the excellent treatment sir. 😇🙂","Sunshine Hospital","2313",,,"4.6","5",
"1","Very nice hospital. Attention towards patient is awesome. Dr. Ritesh Acharya (Cardiologist) is one of the best doctor who is so kind, adorable and caring. His sweet words can heal diseases. Nurses of emergency ward are also so kind and attentive. Strongly recommend.","Sunshine Hospital","2313",,,"4.6","5",
"2","Exceptional Care and Expertise: A Stellar Experience with Dr.Satyabrata Dash ENT - Sunshine Hospitals Bhubaneswar

Review:

We had the privilege of receiving exceptional care from Dr. Satyabrata Dash with our recent visit for Sinusitis Problem, and we are writing this review to express our gratitude and recommend his services to anyone in need of an ENT specialist. Sincere thanks to my brother Raju who introduced us to doctor for the first time and at that very moment we were impressed by his professionalism and dedication to patient well-being.

His deep understanding of the complexities of the ear, nose, and throat, combined with their extensive knowledge of advanced treatment options, made us feel confident that we were in the best hands possible. That made us prepared for Sinus Surgery even though we were scared but the way the treatment was explained, is commendable. The whole process went very smooth

From the initial consultation to the final follow-up, doctor took time to listen attentively to our concerns and provide thorough explanations for each step of the treatment plan.
`
Additionally, the entire staff at Sunshine Hospitals was welcoming, courteous, and efficient.The office environment was clean, modern, and well-equipped, further enhancing the overall experience.

Post surgery the condition is significantly improved and will still continue.

Thank you, doctor for your outstanding care and unwavering commitment to your patients.

Sincerely,
[Paul and Ambalika]
C/O Raju, Paradeep","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank you sir 🙏, Dr. P K  Sahoo and Dr. Roshan sahu, your dedication to your patients is truly inspiring.. I am lucky to have been under your care. Words cannot express how grateful I am to have you as my doctor.","Sunshine Hospital","2313",,,"4.6","4",
"0","The neurosurgeon dr roshan sahu is a excellent doctor and his gentle nature helps a lot in healing the patient,and dr brig prof .p k sahoo also best neurosurgeon and he is such a good person ..thanku sunshine hospital, doctors,nursing officer's and other staff 🙏","Sunshine Hospital","2313",,,"4.6","5",
"4","My experience:-

Pros:-
Good doctors are available in following departments.

1- General Medicine
2-: Neurology
3- General Surgery
4- Hematology
5- Chaste & TB

CONS:-
Need Improvement
1- Nephrology
2- Cardiology & surgery
3- Skin & VD

Staff nurses needs to be more caring.

It accept all health insurance & BSKY.","Sunshine Hospital","2313",,,"4.6","4",
"1","recently visited your hospital for treatment of my father and I would like to provide some feedback regarding my experience. Overall, I appreciate the care provided by your staff especially Dr. Ritesh Acharya is a nice gentleman and staff's are very polite and cooperative and the facilities available at the hospital also good.

Thank you for considering my feedback.

Sincerely,
Saroj Kumar Barik","Sunshine Hospital","2313",,,"4.6","5",
"1","Best hospital in Odisha
Thanks to Doctor pk sahu sir and doctor Roshan Sahu sir,they do my fathers first brain tumor operation.
Due to some issues brain water start store in brain after first operation.
We constantly contact with Dr Roshan Sahu sir, after some days when my father unable to seat then we hospitalized him and Doctor Roshan Sahu sir do 2nd operation.

I just wright the review after 1 month my father 2 nd operation,he is totally recovered and cured
Thanks you so much rishab Sahu sir
God jagannath bless you sir","Sunshine Hospital","2313",,,"4.6","5",
"2","VERY SORRY TO INFORM YOU ALL, THAT ,INSTEAD OF PATIENT  CLINICAL ADVICE OR CLINICAL REPORTS TO REFFER OTHER HOSPITAL  DR.HAS WRITTEN PATIENT FATHER’S NAME TODAY..AFTER ASKING 24HRS  FOR 2ND OPINION AT SCB MEDICAL COLLEGE AND  AIIMS BHUBANESWAR THEY HAD GIVEN AT 3PM TODAY ON DEMAND..THEY CANNOT CONNECT ON CALL OR ICU AS ONLY LOOTING POOR PATIENT..
VERY MONEY MINDED HOSPITAL WITH Dr. SAHU  NEURO BRAIN STROKE SURGERY DOCTOR WITH HOSPITAL STAFFS   ..
if patients has high Bp with stokes then ITS  is possible to operate immediately without monitoring patients conditions and demands 2.5 lks surgery..
Very poor monitoring patients care on Brain stroke surgery....BEST AIIMS BHUBANESWAR, With money atleast patients can save earning or selling lands to live in ...Most of the HOSPITAL runs on Commission or agents ...please stop it .AGENTS ARE MOST DANGEROUS THEN THE PATIENT CARE ON COMMISSIONS","Sunshine Hospital","2313",,,"4.6","1",
"1","Best hospital .dr chandan panda good doctor.tapan sir very much helpfull.all nursing staff and pratibha didi and patient care team namita mam kabita mam lopa mam all are help full","Sunshine Hospital","2313",,,"4.6","5",
"1","Thank you Dr. Prayod Kumar Jena and Dr. Roshan Sahu for the best treatment advised and complete the treatment and thanks also the all staff for cooperating during the hospitality. Thanks To Sunshine Hospital Team .","Sunshine Hospital","2313",,,"4.6","5",
"2","One of the best hospital in Laxmisagar area.","Sunshine Hospital","2313",,,"4.6","4",
"2","My mother was admitted under Dr Roshan Sahu with advice from Dr Payod Jena. She underwent Spine surgery. Just after surgery she is feeling well. Now she has no pain & can walk with comfort. Both of the doctors are very well behaved & supportive. We are thankful to all nursing staffs, patient care staffs. Thank you Sunshine.","Sunshine Hospital","2313",,,"4.6","5",
"1","This is the best hospital in Odisha. All doctor and staffs behaviour is very good. Cost is low and affordable. This is a well maintained hospital. My brother got operated here. I will recommend all west Bengal people to visit this hospital for health care.","Sunshine Hospital","2313",,,"4.6","5",
"1","The services of  each and every staff of the Hospital is fully satisfactory. Rare of the rarest. Really, unforgettable. I felt as if I am getting service from my own personals of my  family. More than that. May God bless you all the staffs, doctors as well as directors too. Hearty thanks to everyone of the Hospital for their beautiful selfless services. 🙏
SPECIAL THANKS TO AYASKANT SIR FOR HIS COOPERATION AND KINDNESS TOWARDS ME AND ALSO SUCCESSFUL OF MY OPERATION BY DR. SADANAND MEHER. 🙏🙏","Sunshine Hospital","2313",,,"4.6","5",
"0","I had come for a routine check up as a senior citizen. At this hospital, I have observed a nice and systematic process with smooth flow of activities. All the people are very cordial and well mannered. Level of cleanliness is good. The assistance provided to me from the beginning to end of all my activities in the hospital by Ms. Sunita Jena was superb and praiseworthy.","UTKAL HOSPITAL","3380",,,"4.4","5",
"2","A outstanding hospital in bhubaneswar for critical patients.All staffs behaviour are good . Clean Hospital,Good Hospitality, Accountability etc.","UTKAL HOSPITAL","3380",,,"4.4","5",
"21","I am totally astonished, that how can a reputed hospital like Utkal hospital, appoint so called uncologist Mr.Ranjan mahanty, it's his chamber, my father is a cancer patient, and he is waiting like 2hours+ but doctor is too much busy with discussing about Mutual fund, how to invest, where to invest with these 2 peoples. If you want to verify u can. Today's date is 01.06.2024 and Time is- 2.18P.M.

Dear authority kindly review it. And take necessary action against him. Other wise Boycott Utkal hospital.","UTKAL HOSPITAL","3380",,,"4.4","1",
"6","Good treatment found hear, but some behaviour of security staff are rude
*nurshing staff talk not so much friendly found some time
*food givin to to patient was very poor quality and no in proper timing.
*Their is no any rest selter for attentant specially for night time rest.
Overally hospitality avrg quality...
Thanks🙏 Prasant Ku Jena,MCL ,Angul","UTKAL HOSPITAL","3380",,,"4.4","4",
"7","Doctors are good, services are good...but hospital management is not taking any steps for cleanliness... canteen  is so unhygienic... There are Blood stains  outside of icu  which is very sensitive area both for visitors and patients.That stains was there for long time no one came to clean it....","UTKAL HOSPITAL","3380",,,"4.4","4",
"1","Service too much poor, staff behaviour not good, before 3days slot booked or time 9:30am but now 12:30 pm  but no response,staff said wait 1hr then update you today Pet CECT possible or not. My mother is cancer patient no medicine no breakfast till now so too much bad hospital. I don't like Utkal Hospital.","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","It has been very great experience working at Utkal Hospital Under the department of Billing (Credit Cell). All the staffs are really good and cooperative in all case of situations. I will recommend to whoever is going to work here , that yes you can go ahead ❤️","UTKAL HOSPITAL","3380",,,"4.4","5",
"0","About cleaniless and doctors high fee like 700rs the hospital is good but all other things like admission through BSKY card takes more than 5 hours and some other things like inside meals are high prices like veg meals comes in 85 per plate and also this medical has no better parking for two wheelers.","UTKAL HOSPITAL","3380",,,"4.4","2",
"1","This is very short review.
And worst experience.

1. Radiology department staff response is very bad and slow work. No value for package health check up.

2. For doctor Consultants after all check up was very bad experience.

3. No dietician consultant. I also don't know the same has been mentioned in package.

4. Overall experience was average.

5. Health check up assit staff was very good.","UTKAL HOSPITAL","3380",,,"4.4","1",
"1","The doctors are good. But the facilities of hospital is worst.its almost same as other semi/govt organisation. Need to wait almost 3 hours to get a into Ultrasound Room.
Worst feeling after paying so more than expected fees.
When you know you have more patients in a particular Area why don't you add on machines and staffs.
Set up better service before you charge too much for each service","UTKAL HOSPITAL","3380",,,"4.4","1",
"1","This hospital has good doctors but worst management. They do not care for the patient and attendants. The food quality is so low standard and patients are demoralised due to too much restrictions. There is no minimum facilities for the attendants to stay. Management should look into the matter on priority and take necessary actions. There is no meaning simply saying you are looking into it. Patients and their family members are not coming here for entertainment.","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","The worst private hospital of Bhubaneswar.. i have done MRI and after 20 hrs also they are not giving MRI report and also arguing that you are not the only patient.. whereas other hospitals and even small test centres provide the MRI report withing 2-4 hrs .. this hospital needs to 1st teach its staffs how to behave and provide better service like other private hospitals.. Otherwise, i am going to tell each of my colleagues and relatives to never visit this hospital for treatment.","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","The hospital has good doctors but the worst management. The food is so substandard..The staff behaviour is ridiculous..The washrooms are very dirty..They make no arrangement for stay of attendant even after high pricing..There is no arrangement regarding the food for attendant..They are not even allowed to bring fruits for their patient..Kindly look into the matter.","UTKAL HOSPITAL","3380",,,"4.4","1",
"20","The Panel Of Doctors here are unfortunate that they are Stuck at a Hospital, where patients and Their money are not respected. The Management is So Poor that I won't  recommend this To Even Someone Whose This would be a Last Option. The Hospital  Counselling Staff's Are rude and Non Cooperative, especially The Ladies Staff.
*I went There for A Day Care Treatment, And They put the Patient in Area Which is Under construction.
The Councelling Staffs Are Like We are Only Charging 1500/- for Day care. So it's fine. ""For Hospital Management:- Charging 1500/- for 1-2 hours in a sharing room, it is good Amount Not Less. Or Else ,if you just want to earn Money You have Roof Top Space on 6th Floor Also. Why don't you put Tents there and Start Charging 500/- or 1000/- for that Place.""
They have Wards made in Under-construction Area , where they have just put White wash in The Rooms And no other facility other than a Bed n a Chair.  The Maintenance of The place is Zero and Housekeeping Staffs Are Absent...  They Treated my patient as if They Dumped Her Some Where near Trash.

Very Unprofessional, And Definitely With This Attitude The Hospital Has No Longer Future. Sad That Good Doctors are wasting Their time at Bad Hospital.","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","I would not suggest this hospital to anyone. Worst management.
I had my mri done 3 days back before 12pm and they told me the report would be ready in 24 hours. It has been 3 days today and whenever i call them a lady picks up with same message every time saying that she doesn’t have the update.
Imagine you are in pain and u have to wait for the report for 3 days which is ridiculous.
I would rather suggest you to go to manipal or care hospital. Atleast the staff there will be more attentive and informative.","UTKAL HOSPITAL","3380",,,"4.4","2",
"0","The Utkal Hospital BBSR is the most  soffocated hospital in Odisha.
1.The rubbish behaviour of its nursing staffs,
2. the inhuman attitudes of its  so called public relation officers,
3. the rude speaking of the emergency dept. incharge will make the attendants  patients.
4.so I will like dying  instead of going to such  hospital like Utkal.","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","Dr Pabitra mishra is very nice doctor . And this sentence was wrote by help desk officer. She was asked me for mobile phone and type it.","UTKAL HOSPITAL","3380",,,"4.4","2",
"3","Best hospital facilities in Bhubaneswar. Has the perfect combo of doctors and equipments. Especially liked the staff. Ms Rudrani helped have a very smooth experience when I was there today for preventive health checkup. All process and consultation was completed very smoothly.","UTKAL HOSPITAL","3380",,,"4.4","5",
"1","utkal hospital is a reputed hospital but here system work is very slow like we are given for admission paper to bsky by 12 .30 pm till 4 pm  we are waiting in between what will fill patient,we are bringing to patient here they will fell better to home but patient will opposite feel..same condition also billing counter...
Management please look this matter and short out ASAP","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","For new born baby it is not good . No proper care taking by the night staff nurses. My new born baby faces problems a lot . At the time of diper changes no proper way to clean . My baby back site completly rashes. And the nisu  nurses have no idea to draw the blood of new born child . They have draw three time with a small child those have only for two days to birth. And when ever I tell to billing section regarding the same not as complain only in request mode but that madam told me pls comparision from other hospital . Due to this concern I am pay all the amount by cash. This is my only concern medical is place where every body will trust to you. I appreciate and many many thanks to  Dr. A. Das and DR. K Panda sir. But traing is more required to some of nursing staff. This is treated as a suggestion only.","UTKAL HOSPITAL","3380",,,"4.4","1",
"0","The rapid response of entire staff especially for a critically ill patient is what makes this hospital stand out among other health care institutions..
Laboratory facilities are more than excellent with quick results of almost all investigations..

My personal experience - Security personnel should be impartial towards all patients..

Overall all an excellent health care facility with optimal tertiary care ..","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","My father was acutely suffering when we admitted him here. The response of the entire team of Sparsh was spontaneous and he was immediately attended to in no time. All required tests were completed at blazing speed and in just couple of hours, the doctors were ready with the diagnosis and treatment. This feat and speed is noteworthy. The nursing staff is extremely prompt, empathetic, and kind. They took great care of my father. Except a few minor this and that here and there, this is definitely a very reliable hospital in Bhubaneswar and highly recommended. Thank you Sparsh team!","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"0","Yesterday I visited the clinic at Shahid nagar. The physician recommended to visit Cardiologist. Today I'm trying to call on various numbers given in the OPD sheet. There's no response from those numbers. Are you all proud to print such irrelevant contact numbers?","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","1",
"0","The staff were professional, attentive, and compassionate with patients. The facilities were clean and well-maintained, and the medical team provided the best as they can for a patients complete care.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"1","Sparsh Hospital in Bhubaneswar provided outstanding medical care. The staff was professional and compassionate, ensuring a smooth and comfortable experience. The facilities were top-notch, and the treatment was highly effective. I highly recommend Sparsh Hospital for anyone seeking quality healthcare.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","5",
"4","Not so impressive.
Good doctors are available but the authority need to focus more on personal hygiene and cleanliness inside the premises.
Billing counter needs patient centric staffs with politeness.
Other departments too need adequate manpower to provide smooth services.
The dresses of the staff members, of all categories, should be neat and clean. The waiting area is also not adequate.
But the good part is most of the support staffs are of helping nature.
Other way it is one of the good and trusted hospital of Bhubaneswar and can be much better provided you make it little more affordable.","Sparsh Hospitals & Critical Care Pvt. Ltd.","1696",,,"4.2","3",
